 292, Tarleton_St
 293, TCU
 294, Temple
 295, Tennessee
 296, Tennessee_St
 297, Tennessee_Tech
 298, Texas
 299, Texas_A&M
 300, Texas_St
 301, Texas_Tech
 302, TN_Martin
 303, Toledo
 304, Towson
 305, Troy
 306, Tulane
 307, Tulsa
 308, TX_A&M_Commerce
 309, TX_Southern
 310, UAB
 311, UC_Davis
 312, UC_Irvine
 313, UC_Riverside
 314, UC_San_Diego
 315, UC_Santa_Barbara
 316, UCF
 317, UCLA
 318, ULM
 319, UMBC
 320, UNC_Asheville
 321, UNC_Greensboro
 322, UNC_Wilmington
 323, UNLV
 324, USC
 325, UT_Arlington
 326, UT_San_Antonio
 327, Utah
 328, Utah_St
 329, Utah_Tech
 330, Utah_Valley
 331, UTEP
 332, UTRGV
 333, Valparaiso
 334, Vanderbilt
 335, VCU
 336, Vermont
 337, Villanova
 338, Virginia
 339, Virginia_Tech
 340, W_Carolina
 341, W_Illinois
 342, W_Michigan
 343, Wagner
 344, Wake_Forest
 345, Washington
 346, Washington_St
 347, Weber_St
 348, West_Virginia
 349, WI_Green_Bay
 350, WI_Milwaukee
 351, Wichita_St
 352, William_&_Mary
 353, Winthrop
 354, Wisconsin
 355, WKU
 356, Wofford
 357, Wright_St
 358, Wyoming
 359, Xavier
 360, Yale
 361, Youngstown_St
